,index,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,platform,VoT,delta,u,u_PT
638,2084,26605707,7638757821,2772,,542,2020-10-02 11:00:19.198411,,4342,2084,0,0.0035,135.16402116402116,8.41,999999
639,2663,3301087365,46320805,2777,,270,2020-10-02 10:24:02.198411,,2160,2663,0,0.0035,67.14285714285715,4.1850000000000005,999999
640,1426,1248500085,46380734,2781,,611,2020-10-02 11:09:40.198411,,4894,1426,0,0.0035,152.32275132275137,9.4795,999999
641,450,5828012925,46313087,2783,,396,2020-10-02 10:40:58.198411,,3170,450,0,0.0035,98.60317460317461,6.141,999999
642,2277,297095272,46407158,2785,,179,2020-10-02 10:12:02.198411,,1432,2277,0,0.0035,44.51322751322753,2.7745,999999
643,1292,46372849,46254577,2787,,498,2020-10-02 10:54:40.198411,,3988,1292,0,0.0035,124.0952380952381,7.7250000000000005,999999
644,560,46342898,46398434,2793,,238,2020-10-02 10:20:07.198411,,1909,560,0,0.0035,59.502645502645514,3.6965000000000003,999999
645,561,1065765062,7858563833,2803,,671,2020-10-02 11:18:02.198411,,5374,561,0,0.0035,167.24338624338628,10.4095,999999
646,816,46409618,1976785552,2811,,667,2020-10-02 11:17:36.198411,,5340,816,0,0.0035,166.12169312169314,10.3445,999999
647,1003,46371986,46409144,2820,,280,2020-10-02 10:26:11.198411,,2246,1003,0,0.0035,70.010582010582,4.349,999999
648,366,46323920,46359330,2821,,341,2020-10-02 10:34:21.198411,,2735,366,0,0.0035,85.24338624338625,5.296,999999
649,793,46434857,46346264,2821,,714,2020-10-02 11:24:02.198411,,5716,793,0,0.0035,177.8095238095238,11.073,999999
650,1017,46362707,7230046371,2821,,477,2020-10-02 10:52:23.198411,,3817,1017,0,0.0035,118.6825396825397,7.3950000000000005,999999
651,2979,46281618,46406206,2821,,625,2020-10-02 11:12:08.198411,,5002,2979,0,0.0035,155.55026455026456,9.6905,999999
652,1868,5625294703,46360978,2829,,498,2020-10-02 10:55:21.198411,,3987,1868,0,0.0035,124.03174603174602,7.7235000000000005,999999
653,1054,46375823,2309524193,2838,,819,2020-10-02 11:38:19.198411,,6556,1054,0,0.0035,203.92063492063488,12.7005,999999
654,1025,46279226,26586128,2843,,603,2020-10-02 11:09:39.198411,,4831,1025,0,0.0035,150.39682539682542,9.357,999999
655,429,4921336521,2020569012,2846,,310,2020-10-02 10:30:32.198411,,2481,429,0,0.0035,77.15343915343917,4.8065,999999
656,2695,46488384,46413895,2854,,435,2020-10-02 10:47:20.198411,,3481,2695,0,0.0035,108.23809523809527,6.744,999999
657,2386,46514094,46330354,2863,,1175,2020-10-02 12:26:08.198411,,9400,2386,0,0.0035,292.1957671957672,18.2125,999999
658,808,1003028151,4924402828,2877,,793,2020-10-02 11:35:28.198411,,6346,808,0,0.0035,197.3280423280423,12.2945,999999
659,2005,1715224330,46360157,2886,,537,2020-10-02 11:01:32.198411,,4301,2005,0,0.0035,133.85714285714286,8.331,999999
660,1447,46312590,46378461,2900,,985,2020-10-02 12:01:27.198411,,7882,1447,0,0.0035,245.0740740740741,15.2705,999999
661,777,3784893824,175661642,2901,,933,2020-10-02 11:54:35.198411,,7469,777,0,0.0035,232.33333333333337,14.469,999999
662,1568,46390959,46409940,2902,,616,2020-10-02 11:12:16.198411,,4929,1568,0,0.0035,153.2486772486773,9.5495,999999
663,2393,46509623,46271731,2902,,1282,2020-10-02 12:41:03.198411,,10256,2393,0,0.0035,318.8042328042328,19.871000000000002,999999
664,2714,46319870,3307343430,2902,,292,2020-10-02 10:29:04.198411,,2337,2714,0,0.0035,72.6772486772487,4.5275,999999
665,68,46311645,539179266,2918,,1282,2020-10-02 12:41:25.198411,,10262,68,0,0.0035,319.1851851851851,19.880000000000003,999999
666,347,46408934,90204588,2918,,316,2020-10-02 10:32:33.198411,,2530,347,0,0.0035,78.70899470899472,4.901,999999
667,2578,46264886,282780475,2922,,235,2020-10-02 10:21:49.198411,,1882,2578,0,0.0035,58.56613756613757,3.6455,999999
668,1886,46341915,3826291546,2936,,661,2020-10-02 11:18:56.198411,,5295,1886,0,0.0035,164.82010582010585,10.256,999999
669,2823,46311341,46290734,2940,,212,2020-10-02 10:19:06.198411,,1701,2823,0,0.0035,53.037037037037045,3.2935,999999
670,1064,46439227,46407302,2948,,477,2020-10-02 10:54:31.198411,,3818,1064,0,0.0035,118.74603174603178,7.3965000000000005,999999
671,3194,46326732,46415824,2954,,436,2020-10-02 10:49:07.198411,,3488,3194,0,0.0035,108.42328042328042,6.758,999999
672,1904,46208922,46400968,2961,,777,2020-10-02 11:34:42.198411,,6216,1904,0,0.0035,193.2222222222222,12.0435,999999
673,2731,1332320027,46373281,2969,,247,2020-10-02 10:24:16.198411,,1982,2731,0,0.0035,61.80423280423281,3.8375,999999
674,2299,4375694662,46408934,2970,,447,2020-10-02 10:50:58.198411,,3583,2299,0,0.0035,111.60317460317461,6.939,999999
675,178,3190234876,46439126,2977,,842,2020-10-02 11:43:39.198411,,6737,178,0,0.0035,209.44973544973553,13.052499999999998,999999
676,643,46450923,46403025,2993,,286,2020-10-02 10:29:53.198411,,2295,643,0,0.0035,71.56613756613758,4.4435,999999
677,2335,46477670,1069320464,3000,,742,2020-10-02 11:30:48.198411,,5943,2335,0,0.0035,184.96296296296302,11.5115,999999
678,1165,46387468,46398689,3002,,767,2020-10-02 11:34:08.198411,,6141,1165,0,0.0035,191.0529100529101,11.895999999999999,999999
679,805,46378914,46417602,3007,,222,2020-10-02 10:21:30.198411,,1778,805,0,0.0035,55.33333333333335,3.444,999999
680,1435,279459657,5832473463,3009,,441,2020-10-02 10:50:48.198411,,3534,1435,0,0.0035,110.04761904761902,6.8445,999999
681,355,5481400830,46387813,3011,,455,2020-10-02 10:52:36.198411,,3640,355,0,0.0035,113.1481481481482,7.0525,999999
682,2414,46347489,46403979,3011,,769,2020-10-02 11:34:28.198411,,6152,2414,0,0.0035,191.23280423280428,11.9195,999999
683,2051,2012191614,46434224,3014,,666,2020-10-02 11:20:53.198411,,5334,2051,0,0.0035,166.00000000000006,10.331999999999999,999999
684,2326,46353152,46356348,3017,,335,2020-10-02 10:36:44.198411,,2682,2326,0,0.0035,83.43386243386244,5.1955,999999
685,2549,943728096,248665510,3018,,697,2020-10-02 11:25:00.198411,,5577,2549,0,0.0035,173.39153439153435,10.805000000000001,999999
686,697,5830440704,2020568929,3021,,124,2020-10-02 10:08:42.198411,,996,697,0,0.0035,31.089947089947103,1.928,999999
687,189,46422984,46415032,3032,,661,2020-10-02 11:20:30.198411,,5293,189,0,0.0035,164.6931216931217,10.253,999999
688,2765,46298286,451707293,3035,,537,2020-10-02 11:04:01.198411,,4301,2765,0,0.0035,133.85714285714286,8.331,999999
689,387,46353702,46324430,3041,,352,2020-10-02 10:39:24.198411,,2818,387,0,0.0035,87.66137566137567,5.4590000000000005,999999
690,930,721231958,46425658,3042,,611,2020-10-02 11:13:56.198411,,4889,930,0,0.0035,152.00529100529107,9.472,999999
691,110,6932944580,46282611,3046,,214,2020-10-02 10:21:06.198411,,1715,110,0,0.0035,53.40740740740741,3.3215,999999
692,433,302332983,2020569034,3055,,639,2020-10-02 11:17:58.198411,,5118,433,0,0.0035,159.28571428571433,9.913499999999999,999999
693,623,46270804,46423854,3061,,603,2020-10-02 11:13:16.198411,,4830,623,0,0.0035,150.33333333333337,9.3555,999999
694,489,2975008363,46315339,3068,,1057,2020-10-02 12:13:56.198411,,8463,489,0,0.0035,263.2962962962963,16.394,999999
695,181,46419488,46269360,3073,,669,2020-10-02 11:22:15.198411,,5357,181,0,0.0035,166.68253968253967,10.377,999999
696,1535,1032858493,46448702,3094,,275,2020-10-02 10:30:04.198411,,2205,1535,0,0.0035,68.70370370370372,4.2700000000000005,999999
697,2446,46411926,46321971,3094,,709,2020-10-02 11:27:58.198411,,5679,2446,0,0.0035,176.75661375661377,11.0,999999
698,2197,46343674,2311168475,3100,,416,2020-10-02 10:48:54.198411,,3329,2197,0,0.0035,103.51322751322752,6.4495000000000005,999999
699,3159,46362483,330201788,3100,,762,2020-10-02 11:35:05.198411,,6100,3159,0,0.0035,189.74603174603175,11.817,999999
700,2764,46272409,46354394,3102,,803,2020-10-02 11:40:31.198411,,6424,2764,0,0.0035,199.68783068783068,12.4465,999999
701,2917,2972598766,2311108155,3105,,807,2020-10-02 11:41:12.198411,,6462,2917,0,0.0035,201.06349206349208,12.5175,999999
702,3142,46419807,46338872,3115,,528,2020-10-02 11:04:07.198411,,4227,3142,0,0.0035,131.4920634920635,8.1885,999999
703,2234,7800918419,46372266,3121,,480,2020-10-02 10:57:46.198411,,3840,2234,0,0.0035,119.36507936507937,7.4399999999999995,999999
704,2264,6949114048,46369502,3137,,162,2020-10-02 10:15:44.198411,,1302,2264,0,0.0035,40.666666666666664,2.52,999999
705,728,6933008649,46363900,3141,,258,2020-10-02 10:28:37.198411,,2071,728,0,0.0035,64.6031746031746,4.0095,999999
706,2638,46370194,46376972,3146,,37,2020-10-02 09:59:07.198411,,296,2638,0,0.0035,9.201058201058204,0.5735,999999
707,256,46374662,46353271,3150,,317,2020-10-02 10:36:38.198411,,2543,256,0,0.0035,79.2751322751323,4.9239999999999995,999999
708,2662,7027316064,3185460795,3156,,251,2020-10-02 10:27:56.198411,,2015,2662,0,0.0035,62.862433862433875,3.901,999999
709,792,46486440,558702081,3161,,1293,2020-10-02 12:46:54.198411,,10348,792,0,0.0035,321.79365079365084,20.0475,999999
710,2078,3296689787,3295383145,3164,,218,2020-10-02 10:23:34.198411,,1745,2078,0,0.0035,54.275132275132286,3.3805,999999
711,3148,267044663,46407707,3171,,401,2020-10-02 10:48:06.198411,,3210,3148,0,0.0035,99.84656084656085,6.218500000000001,999999
712,2076,2020569012,46345522,3174,,207,2020-10-02 10:22:19.198411,,1660,2076,0,0.0035,51.73015873015873,3.2145,999999
713,704,46326847,3301087365,3175,,412,2020-10-02 10:49:36.198411,,3296,704,0,0.0035,102.45502645502648,6.386,999999
714,818,46326869,46373209,3177,,886,2020-10-02 11:52:52.198411,,7090,818,0,0.0035,220.45502645502654,13.736,999999
715,1683,46360157,2298641934,3179,,185,2020-10-02 10:19:30.198411,,1486,1683,0,0.0035,46.3862433862434,2.8765,999999
716,2402,46286928,46378461,3181,,510,2020-10-02 11:02:53.198411,,4087,2402,0,0.0035,127.2698412698413,7.9155,999999
717,2383,46409510,46417322,3182,,589,2020-10-02 11:13:19.198411,,4712,2383,0,0.0035,146.47089947089947,9.1295,999999
718,3162,46325421,46339631,3187,,349,2020-10-02 10:41:24.198411,,2792,3162,0,0.0035,86.7883597883598,5.4094999999999995,999999
719,113,7602862085,1069320476,3190,,454,2020-10-02 10:55:30.198411,,3635,113,0,0.0035,113.08994708994712,7.041499999999999,999999
720,693,283592837,46305209,3192,,376,2020-10-02 10:45:07.198411,,3010,693,0,0.0035,93.62962962962965,5.8309999999999995,999999
721,1754,46402972,46406997,3204,,383,2020-10-02 10:46:16.198411,,3067,1754,0,0.0035,95.43386243386244,5.941000000000001,999999
722,1812,46356729,46333825,3207,,270,2020-10-02 10:31:17.198411,,2165,1812,0,0.0035,67.46031746031746,4.1925,999999
723,1204,46294217,46319977,3211,,138,2020-10-02 10:13:44.198411,,1108,1204,0,0.0035,34.57142857142857,2.145,999999
724,2464,46305863,2306442648,3219,,928,2020-10-02 11:59:09.198411,,7425,2464,0,0.0035,230.83597883597886,14.3855,999999
725,3098,1974935638,46363315,3232,,512,2020-10-02 11:03:58.198411,,4101,3098,0,0.0035,127.64021164021165,7.9435,999999
726,2891,46320660,46353511,3242,,559,2020-10-02 11:10:22.198411,,4475,2891,0,0.0035,139.2010582010582,8.669,999999
727,1107,46371369,297095259,3243,,737,2020-10-02 11:34:10.198411,,5902,1107,0,0.0035,183.6560846560847,11.4325,999999
728,274,46245420,2311101523,3248,,876,2020-10-02 11:52:48.198411,,7015,274,0,0.0035,218.28571428571428,13.588500000000002,999999
729,1616,46461432,3306416878,3255,,955,2020-10-02 12:03:24.198411,,7644,1616,0,0.0035,237.74074074074073,14.808499999999999,999999
730,60,1582427317,46433913,3257,,697,2020-10-02 11:29:00.198411,,5578,60,0,0.0035,173.45502645502646,10.806500000000002,999999
731,2739,46386634,451946454,3257,,574,2020-10-02 11:12:38.198411,,4596,2739,0,0.0035,142.99470899470901,8.903,999999
732,3182,1432668022,3411610212,3257,,468,2020-10-02 10:58:27.198411,,3745,3182,0,0.0035,116.44444444444444,7.2555,999999
733,2602,46353629,7904736930,3272,,578,2020-10-02 11:13:24.198411,,4627,2602,0,0.0035,143.9259259259259,8.9635,999999
734,2269,46516905,46421375,3273,,1158,2020-10-02 12:30:45.198411,,9267,2269,0,0.0035,288.15873015873024,17.9535,999999
735,2177,4402598902,46409649,3275,,568,2020-10-02 11:12:08.198411,,4548,2177,0,0.0035,141.50264550264546,8.81,999999
736,43,1993515993,46389846,3282,,797,2020-10-02 11:42:46.198411,,6379,43,0,0.0035,198.3862433862434,12.358,999999
737,1710,1851397236,46313942,3286,,658,2020-10-02 11:24:20.198411,,5269,1710,0,0.0035,163.94708994708998,10.2065,999999
738,2191,46207644,46324209,3289,,636,2020-10-02 11:21:27.198411,,5093,2191,0,0.0035,158.47619047619048,9.8655,999999
739,2822,46448148,46416652,3291,,190,2020-10-02 10:21:58.198411,,1522,2822,0,0.0035,47.37566137566138,2.948,999999
740,1911,5180029053,46444335,3294,,429,2020-10-02 10:53:51.198411,,3432,1911,0,0.0035,106.68253968253968,6.6495,999999
741,1841,46328495,46386984,3301,,666,2020-10-02 11:25:38.198411,,5332,1841,0,0.0035,165.8730158730159,10.329,999999
742,2121,503871759,2311168475,3307,,916,2020-10-02 11:59:04.198411,,7332,2121,0,0.0035,228.04232804232805,14.203999999999999,999999
743,3080,46344786,2400161649,3307,,805,2020-10-02 11:44:15.198411,,6443,3080,0,0.0035,200.3756613756614,12.482,999999
744,149,46403391,46411953,3311,,399,2020-10-02 10:50:11.198411,,3195,149,0,0.0035,99.41269841269843,6.189,999999
745,302,46274667,46354394,3322,,663,2020-10-02 11:25:38.198411,,5311,302,0,0.0035,165.3174603174603,10.286999999999999,999999
746,2527,46291712,6841545895,3323,,621,2020-10-02 11:19:56.198411,,4968,2527,0,0.0035,154.42857142857147,9.6255,999999
747,2378,46443605,1587126037,3328,,188,2020-10-02 10:22:21.198411,,1508,2378,0,0.0035,47.005291005291014,2.92,999999
748,1596,297095256,2309504937,3333,,207,2020-10-02 10:24:54.198411,,1656,1596,0,0.0035,51.476190476190474,3.2085,999999
749,2142,46569188,46442695,3337,,1102,2020-10-02 12:24:19.198411,,8817,2142,0,0.0035,274.1058201058201,17.0825,999999
750,1270,46468704,46410411,3338,,593,2020-10-02 11:16:33.198411,,4750,1270,0,0.0035,147.84656084656086,9.2005,999999
751,778,4720895761,1069320464,3340,,585,2020-10-02 11:15:32.198411,,4687,778,0,0.0035,145.92063492063494,9.078,999999
752,136,46479217,46357693,3342,,806,2020-10-02 11:44:55.198411,,6448,136,0,0.0035,200.4338624338625,12.493,999999
753,3032,1838674586,46393888,3342,,195,2020-10-02 10:23:30.198411,,1563,3032,0,0.0035,48.68253968253969,3.027,999999
754,421,46279294,297095280,3346,,536,2020-10-02 11:09:00.198411,,4289,421,0,0.0035,133.35449735449737,8.3095,999999
755,344,46355452,297095260,3347,,339,2020-10-02 10:42:44.198411,,2712,344,0,0.0035,84.3015873015873,5.2545,999999
756,1499,3307343592,539179266,3354,,546,2020-10-02 11:10:33.198411,,4374,1499,0,0.0035,136.1587301587302,8.472,999999
757,1558,1625112221,46394761,3358,,952,2020-10-02 12:04:43.198411,,7620,1558,0,0.0035,236.99470899470904,14.762,999999
758,2029,46441860,46359751,3359,,552,2020-10-02 11:11:27.198411,,4423,2029,0,0.0035,137.71428571428572,8.5665,999999
759,1726,2006618942,4625767591,3369,,850,2020-10-02 11:51:15.198411,,6801,1726,0,0.0035,211.43915343915344,13.176499999999999,999999
760,2636,2021835284,6960846027,3369,,866,2020-10-02 11:53:28.198411,,6934,2636,0,0.0035,215.7354497354498,13.432,999999
761,3081,46343684,3411610197,3382,,80,2020-10-02 10:08:47.198411,,640,3081,0,0.0035,19.894179894179896,1.24,999999
762,85,46396666,46401453,3386,,474,2020-10-02 11:01:25.198411,,3794,85,0,0.0035,118.00000000000003,7.35,999999
763,164,4190912947,2300172811,3388,,670,2020-10-02 11:27:33.198411,,5360,164,0,0.0035,166.61375661375664,10.385,999999
764,1394,7223715072,46408004,3397,,321,2020-10-02 10:41:12.198411,,2570,1394,0,0.0035,79.95238095238096,4.9785,999999
765,1712,1027385041,46345942,3399,,767,2020-10-02 11:40:40.198411,,6136,1712,0,0.0035,190.73544973544975,11.8885,999999
766,680,6932256664,46318922,3403,,356,2020-10-02 10:46:03.198411,,2855,680,0,0.0035,88.97354497354499,5.528499999999999,999999
767,2738,46423901,46395625,3403,,211,2020-10-02 10:26:37.198411,,1689,2738,0,0.0035,52.53439153439156,3.2720000000000002,999999
768,705,6932962790,46281451,3407,,202,2020-10-02 10:25:29.198411,,1617,705,0,0.0035,50.296296296296305,3.1325,999999
769,1760,46389719,2599727061,3420,,548,2020-10-02 11:11:49.198411,,4384,1760,0,0.0035,136.27513227513234,8.494,999999
770,1231,46351127,117953807,3421,,330,2020-10-02 10:42:46.198411,,2640,1231,0,0.0035,82.06349206349208,5.115,999999
771,2198,46321879,5828012922,3424,,616,2020-10-02 11:21:03.198411,,4934,2198,0,0.0035,153.5661375661376,9.557,999999
772,2845,46346264,46382948,3431,,205,2020-10-02 10:26:21.198411,,1645,2845,0,0.0035,51.2962962962963,3.1849999999999996,999999
773,2511,4334846756,46288837,3436,,918,2020-10-02 12:01:31.198411,,7350,2511,0,0.0035,228.66666666666677,14.238,999999
774,285,46341083,2300133147,3438,,262,2020-10-02 10:34:06.198411,,2103,285,0,0.0035,65.59788359788361,4.0715,999999
775,1228,1667654372,46411806,3442,,285,2020-10-02 10:37:13.198411,,2286,1228,0,0.0035,71.25396825396827,4.4265,999999
776,2627,46402405,46413895,3445,,186,2020-10-02 10:24:02.198411,,1492,2627,0,0.0035,46.507936507936506,2.8890000000000002,999999
777,800,5802352868,722976570,3446,,161,2020-10-02 10:20:41.198411,,1290,800,0,0.0035,40.164021164021165,2.4985,999999
778,1770,46328495,46423823,3455,,721,2020-10-02 11:35:35.198411,,5775,1770,0,0.0035,179.74074074074073,11.186,999999
779,238,2306196651,46433742,3461,,290,2020-10-02 10:38:08.198411,,2322,238,0,0.0035,72.24338624338625,4.498,999999
780,547,46426302,2311168469,3464,,280,2020-10-02 10:36:50.198411,,2241,547,0,0.0035,69.6931216931217,4.3415,999999
781,51,46186201,3295377779,3471,,515,2020-10-02 11:08:17.198411,,4121,51,0,0.0035,128.13227513227514,7.984,999999
782,283,4921336521,46444110,3472,,494,2020-10-02 11:05:29.198411,,3952,283,0,0.0035,122.84656084656086,7.657,999999
783,323,46298527,46376376,3472,,496,2020-10-02 11:05:48.198411,,3971,323,0,0.0035,123.53439153439157,7.6925,999999
784,2825,46316302,7638757813,3491,,695,2020-10-02 11:32:42.198411,,5566,2825,0,0.0035,173.2116402116402,10.781500000000001,999999
785,340,46411428,149490595,3492,,181,2020-10-02 10:24:10.198411,,1453,340,0,0.0035,45.328042328042336,2.813,999999
786,198,46397530,2020569181,3493,,546,2020-10-02 11:12:48.198411,,4370,198,0,0.0035,135.9047619047619,8.466,999999
787,1386,46287449,46339795,3504,,824,2020-10-02 11:50:01.198411,,6592,1386,0,0.0035,204.91005291005297,12.772,999999
788,2374,46357693,46422181,3504,,553,2020-10-02 11:13:59.198411,,4430,2374,0,0.0035,137.89947089947094,8.580499999999999,999999
789,2448,1037059832,46422571,3505,,245,2020-10-02 10:32:55.198411,,1965,2448,0,0.0035,61.24338624338626,3.8049999999999997,999999
790,1970,1731537411,46308874,3510,,633,2020-10-02 11:24:41.198411,,5066,1970,0,0.0035,157.5396825396826,9.8145,999999
791,2746,46416072,46292202,3511,,546,2020-10-02 11:13:07.198411,,4371,2746,0,0.0035,135.968253968254,8.4675,999999
792,224,295657398,46338006,3512,,587,2020-10-02 11:18:38.198411,,4701,224,0,0.0035,146.29100529100526,9.106,999999
793,1619,46299428,46315447,3522,,234,2020-10-02 10:31:45.198411,,1878,1619,0,0.0035,58.57142857142859,3.636,999999
794,2080,46468708,5713213409,3522,,769,2020-10-02 11:43:01.198411,,6154,2080,0,0.0035,191.35978835978838,11.9225,999999
795,3025,6034236151,46409144,3538,,609,2020-10-02 11:22:00.198411,,4877,3025,0,0.0035,151.76190476190476,9.447,999999
796,472,46371073,46397480,3541,,160,2020-10-02 10:22:09.198411,,1283,472,0,0.0035,39.97883597883598,2.4845,999999
797,378,46354395,46401914,3545,,313,2020-10-02 10:42:40.198411,,2510,378,0,0.0035,78.21693121693123,4.8605,999999
798,1464,46469735,46279534,3550,,1531,2020-10-02 13:25:07.198411,,12252,1464,0,0.0035,380.97883597883595,23.7365,999999
799,2124,46239222,46404328,3550,,1151,2020-10-02 12:34:26.198411,,9211,2124,0,0.0035,286.4179894179894,17.845,999999
800,2946,46200807,5827691886,3555,,858,2020-10-02 11:55:29.198411,,6869,2946,0,0.0035,213.68253968253967,13.3065,999999
801,600,46372409,26371856,3559,,270,2020-10-02 10:37:09.198411,,2165,600,0,0.0035,67.46031746031746,4.1925,999999
802,2469,46426305,46339885,3562,,399,2020-10-02 10:54:24.198411,,3197,2469,0,0.0035,99.53968253968256,6.192,999999
803,2376,46412541,3185222148,3566,,579,2020-10-02 11:18:27.198411,,4636,2376,0,0.0035,144.23809523809524,8.9805,999999
804,813,46395569,451946454,3568,,618,2020-10-02 11:23:38.198411,,4945,813,0,0.0035,153.74603174603178,9.5805,999999
805,1349,46325671,46359001,3570,,787,2020-10-02 11:46:18.198411,,6303,1349,0,0.0035,196.1534391534392,12.209,999999
806,81,46325737,2311111652,3576,,283,2020-10-02 10:39:09.198411,,2268,81,0,0.0035,70.62962962962965,4.3925,999999
807,2732,46369830,296265585,3579,,216,2020-10-02 10:30:13.198411,,1729,2732,0,0.0035,53.77777777777778,3.3495,999999
808,2004,7883684019,2020614213,3588,,251,2020-10-02 10:35:07.198411,,2014,2004,0,0.0035,62.7989417989418,3.8994999999999997,999999
809,3053,46321276,279459657,3590,,275,2020-10-02 10:38:19.198411,,2204,3053,0,0.0035,68.64021164021165,4.2685,999999
810,2634,46355863,5420352485,3591,,756,2020-10-02 11:42:30.198411,,6054,2634,0,0.0035,188.38095238095238,11.727,999999
811,1615,2020569012,46424974,3592,,196,2020-10-02 10:27:52.198411,,1575,1615,0,0.0035,49.185185185185176,3.0484999999999998,999999
812,2575,46238247,46380737,3598,,808,2020-10-02 11:49:29.198411,,6466,2575,0,0.0035,201.05820105820106,12.527,999999
813,2959,46388843,5420352485,3615,,546,2020-10-02 11:14:54.198411,,4374,2959,0,0.0035,136.1587301587302,8.472,999999
814,2022,46225675,46475561,3620,,985,2020-10-02 12:13:31.198411,,7886,2022,0,0.0035,245.3280423280423,15.2765,999999
815,657,46344104,46409979,3629,,729,2020-10-02 11:39:30.198411,,5836,657,0,0.0035,181.53968253968256,11.305499999999999,999999
816,1895,416986723,46288057,3629,,1203,2020-10-02 12:42:45.198411,,9631,1895,0,0.0035,299.6031746031747,18.657,999999
817,2494,46350006,3776642513,3630,,456,2020-10-02 11:03:10.198411,,3655,2494,0,0.0035,113.84126984126986,7.0785,999999
818,2398,46344235,46423905,3642,,749,2020-10-02 11:42:25.198411,,5998,2398,0,0.0035,186.64021164021165,11.618500000000001,999999
819,1652,3260832797,297095260,3645,,1185,2020-10-02 12:40:35.198411,,9485,1652,0,0.0035,295.0,18.375,999999
820,1215,46411926,1587126020,3646,,212,2020-10-02 10:30:52.198411,,1701,1215,0,0.0035,53.037037037037045,3.2935,999999
821,1836,46294768,2300172811,3652,,888,2020-10-02 12:01:03.198411,,7106,1836,0,0.0035,220.95238095238093,13.767000000000001,999999
822,2533,46254743,46393385,3667,,576,2020-10-02 11:19:44.198411,,4612,2533,0,0.0035,143.4920634920635,8.934000000000001,999999
823,69,2020569181,46388899,3674,,72,2020-10-02 10:12:36.198411,,577,69,0,0.0035,17.96825396825397,1.1175000000000002,999999
824,1283,2016733866,46428124,3680,,996,2020-10-02 12:15:58.198411,,7973,1283,0,0.0035,248.00000000000006,15.445500000000001,999999
825,1210,46439691,46354790,3681,,884,2020-10-02 12:01:01.198411,,7075,1210,0,0.0035,220.0211640211641,13.7065,999999
826,1744,46359162,46324823,3682,,503,2020-10-02 11:10:11.198411,,4024,1744,0,0.0035,125.08465608465613,7.7965,999999
827,1121,46444283,46403983,3693,,489,2020-10-02 11:08:36.198411,,3918,1121,0,0.0035,121.98412698412696,7.5885,999999
828,2175,46380483,46429133,3701,,310,2020-10-02 10:44:48.198411,,2482,2175,0,0.0035,77.21693121693124,4.808,999999
829,1427,429725358,2300344131,3707,,1016,2020-10-02 12:19:02.198411,,8130,1427,0,0.0035,252.7830687830688,15.751000000000001,999999
830,1925,46397022,46431771,3721,,676,2020-10-02 11:34:00.198411,,5414,1925,0,0.0035,168.4867724867725,10.487,999999
831,2064,46326224,46424976,3725,,503,2020-10-02 11:11:01.198411,,4031,2064,0,0.0035,125.52910052910056,7.807,999999
832,1354,1828039330,46321108,3729,,591,2020-10-02 11:22:43.198411,,4729,1354,0,0.0035,147.03174603174605,9.161999999999999,999999
833,1542,46335640,46446050,3730,,436,2020-10-02 11:02:10.198411,,3495,1542,0,0.0035,108.8677248677249,6.7684999999999995,999999
834,1795,46338045,46380586,3744,,814,2020-10-02 11:52:41.198411,,6512,1795,0,0.0035,202.42328042328046,12.617,999999
835,2174,2915175473,452003283,3746,,330,2020-10-02 10:48:14.198411,,2643,2174,0,0.0035,82.25396825396825,5.1195,999999
836,752,46381518,5830440708,3751,,501,2020-10-02 11:11:08.198411,,4012,752,0,0.0035,124.84126984126985,7.7715,999999
837,2725,46523687,46359001,3751,,1211,2020-10-02 12:45:46.198411,,9690,2725,0,0.0035,301.2751322751323,18.7735,999999
838,1342,539179266,46380483,3756,,177,2020-10-02 10:28:02.198411,,1421,1342,0,0.0035,44.33333333333335,2.751,999999
839,1567,46281451,5833160437,3764,,530,2020-10-02 11:15:15.198411,,4246,1567,0,0.0035,132.1798941798942,8.224,999999
840,506,291130803,46429524,3765,,252,2020-10-02 10:38:13.198411,,2023,506,0,0.0035,63.111111111111114,3.9165,999999
841,1894,297095257,46375985,3768,,262,2020-10-02 10:39:34.198411,,2101,1894,0,0.0035,65.47089947089948,4.0685,999999
842,2836,440673001,2400161648,3772,,441,2020-10-02 11:03:29.198411,,3532,2836,0,0.0035,109.92063492063492,6.8415,999999
843,2342,46332486,46413714,3782,,527,2020-10-02 11:15:06.198411,,4219,2342,0,0.0035,131.24338624338625,8.173,999999
844,2720,46279450,46380158,3788,,594,2020-10-02 11:24:08.198411,,4755,2720,0,0.0035,147.90476190476195,9.211500000000001,999999
845,2226,46291028,295693437,3794,,141,2020-10-02 10:23:52.198411,,1133,2226,0,0.0035,35.38095238095237,2.193,999999
846,3021,46173800,291130803,3794,,793,2020-10-02 11:50:46.198411,,6347,3021,0,0.0035,197.3915343915344,12.296,999999
847,1250,46449210,282782985,3795,,1068,2020-10-02 12:27:25.198411,,8545,1250,0,0.0035,265.65079365079373,16.555500000000002,999999
848,2406,46289017,46405764,3795,,510,2020-10-02 11:13:03.198411,,4083,2406,0,0.0035,127.01587301587298,7.9095,999999
849,1183,1083465092,46372928,3797,,700,2020-10-02 11:38:29.198411,,5607,1183,0,0.0035,174.51851851851853,10.860500000000002,999999
850,1309,46346369,46433671,3797,,801,2020-10-02 11:51:57.198411,,6415,1309,0,0.0035,199.63492063492066,12.426,999999
